Rainfall,Humidity,Temperature,pH,Label
1064.15,58.94,27.35,4.89,Sweet Potatoes
876.52,63.91,18.39,8.5,Wheat
723.98,82.77,24.11,8.04,Onions
1123.53,47.04,12.18,6.71,Carrots
887.14,84.86,17.45,6.54,Bananas
1210.01,75.38,19.64,4.85,Irish Potatoes
1122.76,80.93,33.37,4.71,Watermelon
1025.39,78.53,28.97,5.15,Maize
758.47,40.97,24.41,6.39,Green Grams
1152.73,89.66,15.26,5.03,Cowpeas
1447.29,74.46,26.21,5.6,Cassava
705.45,60.56,15.44,5.32,Rice
1014.43,83.72,17.99,7.91,Green Grams
1095.73,54.44,33.05,7.96,Beans
1350.15,85.38,23.38,7.18,Cowpeas
777.93,80.0,15.04,8.29,Tomatoes
1295.48,88.99,14.35,6.73,Cassava
985.21,45.04,32.32,8.48,Bananas
523.75,63.47,20.76,4.89,Carrots
1083.99,85.2,23.68,6.67,Onions
1061.0,41.6,13.9,8.09,Lentils
1247.67,62.59,12.64,6.95,Peas
1096.52,65.34,22.03,5.1,Rice
1215.27,47.71,19.44,6.88,Watermelon
795.57,50.93,30.79,5.32,Sorghum
1295.53,68.76,17.4,6.21,Wheat
1323.78,68.76,12.69,7.3,Watermelon
515.57,56.19,10.51,7.9,Sweet Potatoes
429.06,69.71,14.69,4.67,Peas
609.22,68.21,24.89,5.24,Onions
371.01,55.38,13.74,6.23,Onions
1102.78,83.02,21.86,7.01,Beans
755.49,75.29,20.52,7.8,Onions
1127.54,76.17,27.57,5.63,Irish Potatoes
1356.86,78.91,23.44,8.49,Carrots
1282.95,46.9,19.65,5.09,Tomatoes
562.73,78.83,21.64,8.16,Irish Potatoes
904.24,84.55,26.62,6.32,Sweet Potatoes
1462.26,80.6,34.34,8.07,Millet
672.24,60.28,19.4,7.53,Sweet Potatoes
546.92,58.1,32.85,5.47,Bananas
606.81,57.0,17.47,5.61,Kale
1088.15,68.87,19.33,7.75,Green Grams
794.73,74.13,11.51,7.44,Carrots
706.24,56.7,22.82,7.23,Beans
1258.61,68.49,17.95,6.33,Cassava
1148.21,57.37,21.53,5.22,Wheat
585.3,72.57,26.07,5.68,Wheat
774.47,83.41,22.26,5.34,Onions
940.61,86.17,24.74,8.01,Cassava
563.09,61.95,30.52,6.25,Carrots
1459.58,44.42,22.66,6.36,Carrots
675.32,62.55,21.36,7.24,Green Grams
945.09,51.36,14.23,6.49,Kale
870.47,42.78,29.88,5.74,Beans
837.15,88.86,30.61,6.01,Lentils
1043.89,62.39,29.66,5.6,Maize
1157.01,58.04,32.27,5.86,Peas
1290.34,63.33,27.8,7.44,Kale
788.27,68.98,34.7,7.72,Carrots
1347.46,69.94,19.25,5.95,Sorghum
796.62,57.88,27.97,5.41,Bananas
893.41,64.39,30.23,6.98,Beans
736.52,52.99,21.76,4.59,Green Grams
1482.2,51.45,18.79,6.78,Peas
323.02,87.3,11.73,6.58,Cowpeas
508.57,55.15,33.08,5.95,Millet
1247.78,77.51,22.1,8.38,Wheat
895.1,58.4,27.39,5.56,Bananas
1246.37,80.59,29.03,4.61,Peas
896.08,72.14,28.17,5.42,Wheat
437.21,76.67,12.17,7.35,Cassava
609.45,81.05,32.65,5.3,Bananas
607.22,73.14,24.5,8.07,Cassava
939.05,54.84,12.96,6.51,Cowpeas
1037.07,84.46,21.15,6.74,Bananas
580.62,52.67,29.18,7.52,Green Grams
1317.95,78.92,23.13,6.44,Rice
632.92,57.05,17.79,6.9,Beans
390.9,75.76,26.29,6.76,Kale
688.47,83.66,20.15,8.3,Lentils
921.56,70.7,23.89,8.47,Cabbage
979.26,41.48,11.11,5.33,Onions
1422.85,89.59,20.11,5.57,Rice
1100.15,67.94,24.82,5.33,Carrots
623.13,65.52,30.75,8.1,Cowpeas
989.86,80.71,15.47,7.18,Carrots
831.97,84.72,29.56,5.11,Maize
644.11,58.85,27.13,4.69,Tomatoes
1014.22,56.57,17.5,4.58,Cowpeas
356.01,86.22,24.86,8.47,Rice
1274.35,42.6,21.05,8.22,Wheat
366.54,56.74,13.5,4.92,Bananas
1050.56,87.62,25.26,5.51,Cabbage
542.71,76.25,16.77,6.62,Lentils
387.45,85.89,22.86,4.7,Cassava
777.48,55.84,29.09,5.44,Wheat
884.45,42.02,23.79,4.82,Carrots
1057.26,56.64,14.79,7.42,Carrots
1365.99,58.89,22.89,8.49,Kale
373.3,69.1,20.0,6.54,Lentils
331.16,41.18,15.64,7.71,Onions
483.03,54.1,31.11,6.03,Kale
846.19,65.48,31.96,7.42,Rice
515.91,85.7,29.88,6.36,Sweet Potatoes
394.8,82.38,25.51,6.36,Carrots
1498.47,88.58,28.11,6.43,Cassava
693.64,74.41,19.91,5.01,Cassava
1210.87,62.64,28.06,7.53,Onions
390.48,88.13,15.08,8.21,Millet
1119.11,87.53,11.6,5.74,Cabbage
615.07,59.66,12.52,7.22,Sorghum
639.16,47.15,20.22,6.69,Millet
1467.74,44.76,30.52,8.33,Rice
1380.16,42.98,16.21,8.41,Rice
692.23,87.33,34.04,5.39,Peas
509.24,78.15,34.95,6.9,Cabbage
401.28,46.91,18.4,7.94,Lentils
1222.27,40.94,12.96,8.35,Watermelon
1391.89,75.01,19.04,5.09,Rice
699.21,55.63,27.9,7.76,Bananas
1233.89,73.57,27.39,6.51,Watermelon
856.86,64.29,17.17,5.93,Cassava
321.84,71.35,29.22,8.49,Sorghum
613.19,73.72,24.73,7.71,Rice
412.59,85.02,29.9,5.11,Sweet Potatoes
1169.52,40.93,14.75,7.71,Cowpeas
1234.84,70.43,33.05,4.63,Maize
1011.69,48.11,21.6,6.05,Rice
1205.67,82.81,32.48,7.08,Watermelon
357.16,84.67,33.28,7.07,Maize
1016.16,41.8,25.04,4.84,Carrots
784.24,83.44,27.97,7.21,Peas
1390.54,60.6,12.96,5.02,Green Grams
698.81,66.73,27.51,6.32,Lentils
661.98,47.56,29.39,6.7,Sweet Potatoes
317.27,42.48,20.0,7.82,Bananas
451.2,47.95,32.62,7.4,Maize
300.9,84.78,34.62,8.42,Onions
990.64,62.35,21.1,6.1,Green Grams
1323.9,77.17,17.49,4.62,Sorghum
799.73,73.78,24.24,7.21,Kale
1425.2,61.12,21.67,5.94,Cassava
300.21,42.08,29.82,6.09,Carrots
1242.73,82.89,26.34,7.8,Bananas
937.99,49.88,26.3,5.2,Sweet Potatoes
842.09,52.59,12.9,6.45,Peas
1129.55,45.25,23.13,7.72,Cassava
634.17,65.39,14.59,7.93,Bananas
778.58,66.15,29.01,4.53,Sweet Potatoes
1431.61,79.08,31.42,4.73,Lentils
1388.17,47.01,28.96,7.26,Cassava
755.1,78.27,20.32,7.04,Cabbage
645.38,82.71,34.92,7.69,Cabbage
312.82,71.44,25.36,8.03,Watermelon
505.94,71.71,11.49,4.8,Cassava
1283.3,76.59,25.8,6.05,Sweet Potatoes
366.81,85.4,20.52,7.72,Sweet Potatoes
842.58,63.44,11.56,6.1,Lentils
399.6,84.68,16.22,7.32,Kale
742.9,67.22,11.76,6.14,Onions
1016.71,53.26,22.44,4.83,Watermelon
1112.56,87.33,24.51,6.68,Lentils
1044.18,56.74,12.49,6.19,Kale
1107.59,61.41,26.3,6.27,Cassava
481.47,82.06,19.52,6.07,Wheat
732.47,64.5,31.23,4.83,Rice
463.67,43.57,26.33,6.04,Cassava
589.89,52.18,24.91,8.2,Wheat
1111.61,86.55,30.23,6.14,Kale
1386.7,50.58,25.35,6.12,Beans
1357.82,66.5,34.19,8.18,Green Grams
1137.13,59.71,10.28,5.08,Sorghum
1308.1,46.52,26.64,7.13,Onions
1255.68,51.97,16.41,5.99,Rice
597.84,77.52,15.4,6.21,Kale
1220.6,49.57,25.28,5.39,Lentils
1233.23,82.18,25.85,4.63,Tomatoes
359.83,85.67,32.56,5.02,Peas
1015.08,87.12,27.19,5.49,Irish Potatoes
567.87,69.83,25.56,6.8,Bananas
325.65,60.37,14.81,6.0,Irish Potatoes
491.34,43.76,19.49,8.42,Millet
590.17,82.54,34.98,7.5,Wheat
1343.41,78.03,17.81,6.9,Watermelon
920.18,56.61,33.9,6.86,Sweet Potatoes
509.22,67.1,25.24,7.87,Onions
447.97,40.81,31.54,5.72,Millet
622.04,83.13,17.04,4.83,Rice
1316.99,76.89,33.24,5.46,Irish Potatoes
1415.44,47.16,31.96,5.2,Millet
1346.5,55.99,29.22,8.21,Maize
1449.75,53.86,28.13,6.13,Irish Potatoes
738.99,82.82,22.27,5.31,Bananas
373.38,64.14,32.51,6.38,Cowpeas
455.89,55.63,22.01,6.06,Sweet Potatoes
1207.37,68.47,13.28,5.4,Cabbage
1211.25,54.59,13.63,7.9,Cowpeas
1346.23,47.67,20.62,7.82,Cowpeas
393.15,67.68,13.76,6.33,Beans
1180.09,44.65,31.54,6.94,Rice
642.92,82.83,15.81,6.15,Beans
1437.49,72.38,11.42,7.89,Cassava
554.7,40.19,12.92,5.64,Peas
1091.24,84.15,20.13,8.17,Lentils
456.18,74.67,12.13,6.6,Onions
724.27,57.27,32.17,7.14,Sorghum
845.25,53.84,26.79,4.83,Cabbage
696.43,79.8,34.07,6.18,Kale
411.63,44.72,27.42,6.59,Maize
1412.52,54.18,13.35,6.08,Watermelon
1247.77,54.18,12.65,5.43,Lentils
1391.81,78.49,18.62,7.03,Onions
620.1,73.71,23.49,5.95,Sorghum
557.86,80.79,30.13,6.96,Tomatoes
322.16,47.68,20.43,7.51,Tomatoes
604.52,50.82,28.72,7.56,Wheat
329.11,64.21,24.43,7.52,Cassava
1257.04,45.62,11.35,4.78,Cabbage
525.42,56.15,33.68,5.76,Rice
1400.64,51.59,26.51,7.82,Beans
794.35,40.08,19.34,6.48,Cabbage
1023.84,59.74,30.48,6.83,Bananas
1428.83,83.73,33.53,7.12,Bananas
590.33,74.21,15.03,5.25,Beans
783.65,57.99,12.03,5.06,Peas
1190.08,44.23,21.28,4.78,Millet
302.81,76.38,27.04,7.22,Millet
728.34,47.61,17.76,5.63,Sweet Potatoes
792.26,62.64,34.33,4.69,Green Grams
672.5,74.82,26.27,4.75,Cassava
1262.22,87.3,30.15,7.82,Millet
836.08,80.72,18.63,4.8,Sweet Potatoes
969.46,63.89,33.36,5.57,Tomatoes
351.51,76.22,11.66,6.15,Sorghum
1095.66,48.56,31.85,5.4,Cabbage
1478.3,60.19,10.35,6.49,Sweet Potatoes
411.81,69.27,26.23,7.25,Millet
340.25,67.05,12.71,8.33,Millet
1476.9,55.0,32.61,6.17,Bananas
772.67,43.61,21.02,7.7,Green Grams
1144.64,54.23,18.49,4.79,Sweet Potatoes
455.19,83.92,21.8,7.22,Kale
1365.1,80.46,29.3,7.55,Sorghum
543.69,53.57,24.36,8.26,Beans
1046.15,63.55,12.14,4.87,Sorghum
728.17,71.62,25.16,6.1,Cassava
821.8,75.99,19.48,5.79,Sorghum
1375.66,88.27,27.37,5.8,Cassava
1240.59,76.38,22.52,8.43,Carrots
448.42,55.96,32.1,7.27,Cabbage
704.9,49.49,17.49,4.63,Sorghum
1036.44,75.49,10.09,7.41,Irish Potatoes
695.69,85.87,13.42,5.87,Onions
1427.85,88.58,33.77,4.62,Watermelon
1133.45,49.59,20.38,7.19,Tomatoes
1116.34,50.24,11.83,4.97,Green Grams
1014.8,88.24,14.93,6.89,Sorghum
370.57,80.71,18.5,4.87,Millet
650.98,48.08,31.57,7.28,Cabbage
529.75,77.8,17.17,7.91,Kale
519.35,40.52,15.7,6.23,Cabbage
402.73,88.29,22.04,4.62,Carrots
1404.75,40.25,16.35,5.99,Cowpeas
1366.72,54.7,16.26,6.68,Watermelon
355.17,81.47,13.44,6.24,Sweet Potatoes
502.26,51.46,22.26,8.18,Green Grams
1154.35,78.58,26.9,8.06,Cowpeas
713.66,89.02,21.44,8.35,Maize
412.94,88.93,15.24,7.37,Watermelon
891.24,82.48,30.98,7.24,Sorghum
866.16,55.12,30.59,8.33,Lentils
701.58,83.42,27.55,8.12,Millet
1477.67,50.64,15.84,7.27,Bananas
723.92,78.53,15.1,5.04,Irish Potatoes
1441.77,69.98,13.96,8.39,Cassava
1400.7,55.15,12.78,6.18,Carrots
942.3,86.5,15.14,5.96,Cassava
1353.12,50.22,20.04,5.55,Beans
374.25,56.78,13.59,6.08,Irish Potatoes
858.32,45.47,13.01,7.48,Beans
534.13,72.27,26.14,7.47,Cassava
418.08,80.23,17.06,6.94,Carrots
515.48,74.57,18.19,5.03,Beans
1344.05,88.85,27.92,6.83,Carrots
1408.66,82.59,19.76,6.82,Green Grams
814.75,79.59,18.51,6.92,Beans
748.17,64.15,19.38,7.22,Tomatoes
824.59,82.14,20.5,6.24,Millet
399.63,66.73,32.87,5.67,Beans
358.72,78.08,31.31,7.28,Millet
1194.65,49.38,22.57,8.1,Cassava
1224.47,50.7,18.18,6.29,Millet
451.42,40.82,34.99,6.95,Green Grams
916.51,68.4,31.06,4.95,Wheat
902.88,67.77,22.08,4.94,Kale
748.15,69.54,34.94,8.05,Rice
1086.93,42.11,33.41,5.72,Green Grams
1062.49,47.8,10.66,5.57,Lentils
570.01,46.23,22.82,6.74,Green Grams
690.3,76.1,28.16,5.18,Green Grams
947.75,50.76,32.9,4.76,Rice
1009.3,65.69,26.45,7.9,Sweet Potatoes
620.31,72.91,33.56,5.76,Onions
828.98,49.05,14.65,7.32,Cabbage
638.54,47.61,33.99,4.64,Beans
794.54,79.32,31.35,6.1,Tomatoes
1398.31,88.19,21.94,5.96,Millet
303.43,87.71,25.66,4.52,Carrots
1300.66,53.88,12.86,8.02,Cabbage
1049.9,40.69,14.59,5.73,Cassava
602.78,87.94,33.39,6.89,Kale
1340.61,75.16,33.26,4.93,Kale
1417.43,68.82,15.48,5.06,Cassava
1121.47,80.35,12.1,7.78,Beans
305.35,69.95,31.58,8.46,Kale
709.61,45.51,32.95,7.54,Green Grams
1402.28,44.24,29.84,7.24,Millet
1440.7,62.65,11.76,7.92,Millet
718.91,66.02,25.49,8.18,Kale
1025.55,41.31,33.1,4.53,Green Grams
780.43,70.27,22.02,6.79,Watermelon
539.18,67.33,17.47,6.78,Beans
1285.92,65.19,22.96,5.02,Bananas
352.32,79.86,32.54,6.01,Kale
376.18,80.49,22.05,6.19,Tomatoes
1111.05,48.54,14.11,7.07,Lentils
1015.94,69.11,16.49,4.63,Cowpeas
580.88,79.59,34.65,4.7,Sorghum
762.11,44.32,21.22,5.36,Onions
321.94,67.66,10.04,7.22,Cowpeas
335.09,57.52,27.02,7.41,Green Grams
1235.98,67.64,16.83,4.6,Kale
898.0,73.51,31.84,7.71,Watermelon
1009.54,44.78,25.41,5.02,Cabbage
1110.02,81.71,14.35,7.42,Irish Potatoes
1220.44,67.77,12.14,7.67,Sorghum
811.17,78.08,18.43,5.25,Rice
1293.57,58.45,18.9,5.37,Cabbage
1405.79,88.35,22.86,7.52,Wheat
1435.63,60.89,28.06,6.5,Sweet Potatoes
495.38,56.21,25.64,7.52,Rice
530.92,83.21,12.49,8.05,Kale
532.67,82.15,27.67,4.97,Green Grams
621.4,48.29,13.07,6.84,Irish Potatoes
1115.72,60.98,27.12,7.59,Irish Potatoes
856.86,88.87,14.99,4.95,Cowpeas
1164.93,48.56,23.1,6.8,Beans
1335.35,82.1,15.65,6.1,Carrots
813.71,73.27,13.53,7.37,Lentils
799.97,68.53,31.27,5.93,Tomatoes
1496.46,48.02,14.59,5.64,Green Grams
1059.82,66.39,25.61,7.6,Beans
1252.05,58.38,34.98,7.18,Carrots
793.06,67.12,23.34,5.8,Cassava
1079.91,77.35,14.0,7.28,Green Grams
1247.83,63.06,26.82,6.3,Cabbage
1329.26,78.9,12.57,4.63,Irish Potatoes
1405.18,50.41,10.21,8.38,Maize
613.06,46.11,28.12,7.49,Tomatoes
1498.19,67.53,33.22,6.96,Rice
820.76,69.25,31.12,6.83,Lentils
1486.22,55.26,18.79,6.5,Cowpeas
553.0,70.1,31.79,5.39,Rice
400.51,55.82,14.18,8.44,Wheat
1267.67,43.34,29.4,5.3,Beans
392.86,60.89,33.1,7.55,Maize
902.13,77.29,30.75,7.5,Rice
1266.35,44.08,24.07,6.23,Beans
1171.59,51.51,29.1,6.09,Peas
799.87,69.26,25.01,6.14,Cowpeas
478.13,52.55,19.77,5.81,Millet
1234.89,86.38,11.97,8.24,Carrots
511.78,76.38,10.06,5.58,Beans
1086.6,55.51,18.17,7.18,Tomatoes
1326.08,63.84,26.31,6.21,Beans
1064.92,77.59,12.14,7.0,Green Grams
415.04,63.51,23.42,7.97,Sorghum
1131.42,86.3,30.15,7.33,Irish Potatoes
1053.66,87.64,30.11,5.17,Bananas
1064.47,52.24,33.26,8.26,Watermelon
771.2,89.76,32.33,5.6,Millet
351.08,44.89,19.03,8.02,Kale
1026.93,44.33,10.18,6.36,Carrots
737.6,88.95,23.49,6.41,Green Grams
1467.03,70.27,20.65,6.62,Onions
1340.75,40.0,27.88,6.38,Bananas
1225.09,82.93,16.03,5.67,Sweet Potatoes
1381.27,48.8,12.81,5.68,Millet
884.1,77.53,17.66,7.3,Bananas
1153.79,45.4,14.94,5.95,Irish Potatoes
1031.87,73.62,13.48,4.89,Watermelon
1063.6,52.08,33.49,4.59,Millet
1223.55,75.2,18.07,6.29,Carrots
1027.99,86.4,29.2,7.92,Cowpeas
488.71,89.72,19.64,6.29,Beans
604.66,76.88,17.23,4.89,Cowpeas
998.9,42.22,33.61,6.99,Maize
930.18,79.6,32.16,5.97,Cowpeas
573.28,48.04,15.72,8.4,Cabbage
915.07,58.19,32.92,4.98,Millet
909.24,87.16,19.16,5.67,Sorghum
571.66,85.36,17.74,6.88,Tomatoes
978.5,49.64,19.86,6.33,Lentils
1115.48,58.34,34.18,4.55,Lentils
340.56,42.18,24.27,4.57,Maize
469.08,57.66,24.1,7.02,Onions
617.4,50.0,15.89,4.78,Rice
1328.19,81.64,10.12,4.62,Cowpeas
861.03,73.59,22.02,5.85,Onions
1185.75,67.45,32.66,4.61,Rice
483.23,40.07,25.18,4.89,Beans
368.95,44.44,18.67,4.65,Cowpeas
848.86,48.73,22.56,6.41,Lentils
424.72,54.75,21.89,6.45,Carrots
573.48,65.5,15.41,7.11,Bananas
1477.12,40.51,14.51,8.37,Bananas
1274.8,79.33,14.46,7.48,Green Grams
1404.92,45.85,16.09,7.47,Carrots
553.71,43.12,12.94,5.49,Kale
1123.38,52.15,30.68,6.82,Irish Potatoes
1098.94,55.48,17.71,7.62,Bananas
556.76,81.33,18.33,5.24,Bananas
1086.38,69.26,20.13,6.59,Peas
896.67,57.36,28.11,6.56,Tomatoes
438.45,43.71,24.76,4.56,Millet
505.62,57.91,17.56,5.48,Wheat
1036.05,45.79,17.53,4.86,Kale
830.77,44.53,18.73,5.99,Sweet Potatoes
877.39,58.06,22.94,8.19,Lentils
613.94,57.36,20.55,6.36,Cassava
469.18,79.98,34.32,6.19,Carrots
1126.42,62.62,18.65,5.07,Irish Potatoes
591.47,69.79,16.58,5.49,Beans
518.38,43.51,17.34,5.56,Sweet Potatoes
1447.08,42.89,29.16,7.81,Onions
567.27,55.89,29.8,7.93,Beans
639.17,60.51,20.49,6.05,Cabbage
720.7,81.35,23.1,4.89,Beans
1478.93,82.07,22.65,6.77,Cowpeas
335.59,83.12,27.32,7.36,Rice
342.22,44.9,13.72,5.25,Sorghum
464.73,84.75,10.58,8.09,Peas
1411.14,70.07,11.64,4.98,Kale
782.31,59.96,29.45,5.85,Onions
1180.91,79.59,15.18,7.0,Millet
886.75,82.52,27.73,7.45,Sorghum
1136.22,59.9,34.57,8.47,Bananas
1221.21,87.68,32.55,5.37,Sorghum
301.75,83.59,34.73,6.28,Sweet Potatoes
760.65,80.98,29.86,6.91,Watermelon
985.25,73.43,27.68,6.11,Millet
1285.19,67.77,24.46,7.55,Wheat
408.83,46.93,20.6,6.73,Wheat
513.54,48.67,34.61,7.41,Cowpeas
553.21,58.75,28.71,5.15,Sweet Potatoes
452.35,84.73,28.37,5.95,Carrots
917.94,56.99,19.87,7.87,Green Grams
807.87,85.78,30.95,5.13,Carrots
731.22,52.54,20.49,7.85,Onions
990.07,41.81,32.44,7.06,Millet
627.27,80.71,21.49,6.8,Sorghum
1354.1,66.15,16.39,4.67,Green Grams
891.84,53.63,13.84,5.08,Cabbage
507.8,45.03,22.93,5.38,Rice
655.27,59.81,25.29,7.78,Tomatoes
417.83,59.48,34.54,6.48,Sweet Potatoes
668.03,58.61,13.6,7.12,Kale
1167.12,69.3,15.68,4.8,Millet
1207.29,45.97,10.31,4.75,Cassava
818.39,67.82,21.79,6.9,Peas
558.65,41.15,10.04,7.02,Irish Potatoes
1014.8,70.4,33.54,7.96,Beans
1259.26,70.89,11.21,4.91,Watermelon
1009.05,89.63,14.54,8.47,Green Grams
961.07,54.86,27.55,4.99,Watermelon
610.25,79.37,14.32,4.91,Onions
583.43,49.76,33.34,6.96,Cassava
311.4,63.96,30.54,6.01,Wheat
325.37,63.4,11.28,4.63,Beans
1367.53,66.4,25.22,6.67,Cassava
666.98,89.13,27.66,7.71,Green Grams
1284.55,89.35,16.5,7.71,Lentils
1332.97,71.47,12.57,7.38,Cabbage
1080.83,54.92,28.38,4.85,Cowpeas
1445.5,82.15,30.56,6.97,Bananas
374.68,41.89,21.49,7.96,Peas
821.22,76.12,16.72,5.29,Sweet Potatoes
1235.68,62.41,23.22,6.22,Green Grams
684.33,89.61,11.5,4.78,Watermelon
377.68,81.07,32.34,5.48,Green Grams
766.85,55.84,19.42,6.78,Irish Potatoes
1110.21,58.51,10.73,8.15,Tomatoes
888.47,66.77,13.15,5.03,Lentils
1064.94,49.54,23.55,7.43,Lentils
1414.32,50.06,24.09,7.64,Wheat
783.19,40.04,18.47,4.79,Beans
955.81,75.3,24.83,7.06,Beans
794.07,71.57,29.45,6.21,Beans
317.27,60.88,24.21,7.96,Tomatoes
421.09,48.13,30.73,8.13,Sweet Potatoes
1412.45,75.74,18.39,5.3,Kale
590.33,54.66,15.7,6.53,Onions
1204.17,72.35,22.41,5.38,Green Grams
1174.01,63.72,20.86,4.55,Maize
896.83,53.18,31.24,6.4,Sorghum
578.53,88.78,27.46,7.69,Beans
381.28,41.53,19.69,6.21,Kale
508.86,40.19,33.75,5.9,Green Grams
1065.9,78.99,33.04,8.03,Kale
571.79,59.58,24.91,8.37,Green Grams
1304.56,81.42,20.22,4.79,Green Grams
485.52,45.96,27.87,5.39,Cassava
407.66,50.98,25.85,6.33,Cabbage
919.36,75.7,25.6,5.61,Beans
938.12,75.82,19.4,6.52,Peas
1433.12,81.33,17.95,5.63,Watermelon
837.37,41.25,11.64,6.09,Carrots
1088.06,66.6,12.69,5.3,Millet
1415.26,64.79,29.69,4.77,Rice
427.16,76.62,26.03,6.36,Rice
457.21,80.86,21.96,5.63,Rice
1478.25,57.46,25.69,6.01,Maize
944.6,68.97,31.03,7.63,Carrots
1238.77,60.69,14.27,7.96,Tomatoes
860.44,75.78,18.03,6.08,Rice
1432.25,67.46,10.5,8.09,Wheat
850.16,89.14,14.04,4.7,Peas
1357.8,46.56,16.35,5.95,Kale
1225.23,67.44,23.55,6.1,Beans
1120.35,42.57,10.34,7.61,Bananas
493.33,58.95,25.82,5.48,Peas
1355.62,51.72,22.97,5.41,Green Grams
1413.14,77.61,16.07,7.06,Cabbage
646.93,53.38,25.36,6.61,Bananas
514.13,64.7,32.28,7.79,Rice
1072.5,56.13,14.83,5.1,Millet
1049.99,82.39,26.1,7.63,Tomatoes
604.15,42.42,18.81,6.51,Onions
402.82,45.53,22.67,7.54,Irish Potatoes
327.31,67.91,18.04,5.04,Rice
1041.82,77.62,18.12,5.73,Peas
796.66,47.87,33.23,8.29,Sweet Potatoes
320.13,59.32,14.44,5.14,Green Grams
422.25,45.95,16.66,4.63,Carrots
415.03,68.36,29.4,5.35,Wheat
1458.45,77.6,24.88,5.58,Cassava
1302.66,73.95,19.57,8.37,Rice
1357.99,87.47,18.12,8.39,Rice
1433.91,69.95,18.14,6.98,Irish Potatoes
548.02,65.47,11.89,5.96,Sorghum
1280.48,54.28,21.38,6.85,Cabbage
1353.32,52.9,12.01,8.37,Watermelon
1046.96,73.22,30.13,5.09,Millet
1383.11,86.78,27.78,7.22,Onions
1438.63,83.41,14.43,6.43,Carrots
528.89,77.55,16.66,4.74,Sweet Potatoes
692.72,43.61,32.02,5.93,Carrots
1311.8,43.4,33.46,8.32,Watermelon
1110.2,49.72,29.46,4.76,Cassava
587.93,58.15,19.51,6.36,Watermelon
333.76,45.7,23.02,4.69,Cabbage
823.82,75.11,21.54,6.53,Tomatoes
1452.81,53.71,27.0,7.83,Lentils
1194.32,86.4,23.78,6.63,Millet
1049.09,88.14,12.53,5.48,Bananas
306.01,46.99,21.63,7.32,Irish Potatoes
667.44,67.36,16.55,8.1,Rice
759.26,87.42,21.4,7.81,Tomatoes
381.53,82.61,32.33,7.77,Tomatoes
325.35,66.6,29.23,7.01,Sorghum
1224.22,42.74,16.02,5.09,Cowpeas
1406.19,87.22,23.93,5.43,Beans
1069.47,85.57,10.95,4.93,Millet
1415.74,47.92,23.91,8.4,Peas
626.59,48.29,24.49,5.4,Cowpeas
908.84,61.37,24.83,7.55,Beans
893.6,78.64,33.29,5.57,Rice
725.56,59.71,34.92,5.43,Lentils
444.87,68.08,20.88,5.74,Cowpeas
1189.37,58.87,14.17,4.71,Kale
608.17,85.7,23.87,8.14,Irish Potatoes
752.77,63.83,27.68,5.74,Beans
1176.2,84.65,28.19,5.65,Rice
916.62,68.87,30.78,5.11,Sorghum
350.34,66.97,20.33,8.02,Peas
933.81,79.01,17.23,8.28,Tomatoes
505.02,70.36,22.39,5.87,Green Grams
1150.4,73.75,29.01,7.54,Lentils
1142.82,54.86,13.77,5.89,Maize
457.68,74.83,22.2,6.47,Cabbage
1127.99,84.16,31.15,7.58,Sweet Potatoes
475.83,83.54,24.18,6.64,Sweet Potatoes
498.58,88.46,12.44,7.92,Kale
1305.09,61.94,31.06,7.26,Maize
1080.41,72.59,16.0,4.53,Beans
716.1,48.07,32.67,5.72,Irish Potatoes
712.41,86.33,22.55,6.32,Tomatoes
1159.99,68.23,26.04,5.49,Green Grams
900.33,69.62,29.68,6.07,Carrots
306.05,69.4,22.97,4.82,Lentils
770.13,51.88,13.13,8.42,Cabbage
823.42,69.46,17.04,6.24,Onions
855.25,67.47,29.6,6.92,Millet
1224.31,71.69,22.29,7.76,Beans
413.52,82.27,28.75,7.8,Tomatoes
929.74,60.53,25.63,5.38,Tomatoes
1349.87,50.94,29.57,4.67,Beans
393.76,48.1,33.64,6.86,Sorghum
884.6,78.23,24.51,5.96,Kale
708.5,67.16,23.57,6.27,Watermelon
335.67,47.46,31.09,6.48,Kale
1090.57,60.25,27.58,7.13,Maize
321.86,66.07,28.08,5.15,Green Grams
1263.32,87.03,25.12,7.99,Cowpeas
425.76,54.37,34.15,5.52,Maize
1339.26,75.75,31.58,7.89,Beans
1248.93,68.66,22.37,6.76,Millet
397.08,78.33,20.56,5.54,Cowpeas
1239.85,69.61,15.92,8.13,Sweet Potatoes
1430.44,64.82,17.06,6.25,Kale
1250.38,51.36,31.08,6.2,Bananas
1016.63,88.79,32.0,7.47,Beans
1003.02,89.3,29.93,8.19,Watermelon
676.7,71.79,13.2,5.93,Carrots
749.86,77.78,30.97,5.27,Sweet Potatoes
958.36,47.49,13.36,8.38,Rice
1073.31,71.54,24.19,8.43,Watermelon
664.24,74.4,10.86,4.54,Cowpeas
1418.07,47.55,34.53,7.96,Sorghum
574.15,47.88,26.74,7.37,Rice
1400.88,63.35,15.83,7.47,Watermelon
396.04,57.67,14.46,8.17,Green Grams
921.94,63.03,30.18,5.11,Beans
940.18,42.7,26.28,6.96,Cowpeas
864.9,46.99,13.6,5.77,Carrots
1224.32,82.61,10.07,4.93,Watermelon
1297.97,67.89,13.59,4.94,Carrots
534.27,79.31,12.96,5.32,Peas
